Articulo_ID,CUI,Fecha_Publicacion_Articulo,Titulo_Articulo,Descripcion_Articulo,Medio,URL_Acortada,Pais_Origen_Articulo,Cod_Continente,Idioma,Categoria_tematica,Relevancia_Mencion,Frecuencia_Mencion,Impacto_Articulo,Keywords,Clasificacion_Sust_Estup_Decomisada,Tipo_Sus_Estup_Decomisada,Cant_Sust_Estup_Sintetica_incautada,Unidad,Fueza_interviniente,Ubicacion_Secuestro,Region,Sub region,Pais,Provincia,Distrito,Alfa_2,ISO_3166_2,Geo_Pais,Geo_Prov,Geo_Distrito,Fecha,Dia,Semana,Quincena,Mes_Largo,Trimestre,Año
A0000134,A134,24/03/2025,"Incautan en Iquique casi 1.400 kilos de marihuana, ketamina y cocaína que iban a ser llevados hasta Lampa",Personal de Aduanas detuvo al hombre que transportaba la mercancía,www.cnnchile.com,https://tinyurl.com/m4kjta9t,Chile,SA,ES,Incidente,Alta,Media,Medio,"Ketamina, Cocaina, Marihuana, Cargamento Oculto",Anestesico disociativo,Ketamina,"0,105",KG,Servicio Nacional de Aduanas,Iquique,America,America del Sur,Chile,Tarapaca,Iquique,CL,ISO 3166-2:CL,"-35.270325, -71.315779","-19.950298, -69.631271","-20.246401, -70.127406",24/03/2025,24,4,2,Marzo,T1,2025
A0000135,A135,24/03/2025,En prisión quedó mujer que transportaba más de un kilo de ketamina en un bus de La Unión,,www.rioenlinea.cl,https://tinyurl.com/kf8u88sv,Chile,SA,ES,Incidente,Alta,Media,Medio,"Ketamina, Bus Interregional, Venezolana",Anestesico disociativo,Ketamina,"1,150",KG,Carabineros (OS7),La Union,America,America del Sur,Chile,Tarapaca,La Union,CL,ISO 3166-2:CL,"-35.270325, -71.315779","-19.950298, -69.631271","-20.211561, -70.136441",24/03/2025,24,4,2,Marzo,T1,2025
A0000136,A136,24/03/2025,"Tres capturados en Antioquia por, presuntamente, transportar drogas sintéticas en carretera",Operativo en vías de Antioquia deja tres capturados y droga incautada,www.h13n.com,https://tinyurl.com/4jczc3tu,Colombia,SA,ES,Incidente,Alta,Media,Medio,"TUSI (NEXUS) MDMA (Pastillas /Gramos), LSD, Mezcalina, Transporte, Carretera",Alucinogeno,TUSI,"0,03",KG,Departamento de Policía Antioquia,Peaje Aburra,America,America del Sur,Colombia,Antioquia,Medellin,CO,ISO 3166-2:CO,"4.068636, -72.886324","6.493807, -75.552400","6.252041, -75.586361",24/03/2025,24,4,2,Marzo,T1,2025
,A136,24/03/2025,,,,,,,,,,,,,Estimulante y empatogeno,MDMA,600,Pastillas,,,,,,,,,,"4.068636, -72.886324","6.493807, -75.552400","6.252041, -75.586361",24/03/2025,24,4,2,Marzo,T1,2025
,A136,24/03/2025,,,,,,,,,,,,,Estimulante y empatogeno,MDMA,"0,08",KG,,,,,,,,,,"4.068636, -72.886324","6.493807, -75.552400","6.252041, -75.586361",24/03/2025,24,4,2,Marzo,T1,2025
,A136,24/03/2025,,,,,,,,,,,,,Alucinogeno,LSD,"0,05",Litros,,,,,,,,,,"4.068636, -72.886324","6.493807, -75.552400","6.252041, -75.586361",24/03/2025,24,4,2,Marzo,T1,2025
A0000137,A137,25/03/2025,Operativo en Lollapalooza 2025: más de 300 procedimientos por drogas,"En el Hipódromo de San Isidro, la Policía Federal Argentina llevó a cabo un amplio operativo de control y prevención",www.zonanortediario.com.ar,https://tinyurl.com/5n7d2z6x,Argentina,SA,ES,Incidente,Media,Media,Medio,"MDMA, LSD, TUSI, Cristal, Marihuana, Cocaina,  Clonazepan, Lollapalooza, Hipódromo de San Isidro",Estimulante y empatogeno,MDMA,"0,000",Sin datos,Policia Federal Argentina,San Isidro,America,America del Sur,Argentina,Buenos Aires,San Isidro,AR,ISO 3166-2:AR,"-37.650894, -65.897084","-36.167212, -58.079474","-34.475579, -58.524468",25/03/2025,25,4,2,Marzo,T1,2025
,A137,25/03/2025,,,,,,,,,,,,,Alucinogeno,LSD,"0,000",Sin datos,,,,,,,,,,"-37.650894, -65.897084","-36.167212, -58.079474","-34.475579, -58.524468",25/03/2025,25,4,2,Marzo,T1,2025
,A137,25/03/2025,,,,,,,,,,,,,Alucinogeno,TUSI,"0,000",Sin datos,,,,,,,,,,"-37.650894, -65.897084","-36.167212, -58.079474","-34.475579, -58.524468",25/03/2025,25,4,2,Marzo,T1,2025
,A137,25/03/2025,,,,,,,,,,,,,Estimulante sintetico,Cristal,"0,000",Sin datos,,,,,,,,,,"-37.650894, -65.897084","-36.167212, -58.079474","-34.475579, -58.524468",25/03/2025,25,4,2,Marzo,T1,2025
A0000138,A138,25/03/2025,Detienen a hombre con más de 5 mil pastillas de éxtasis en zona DF,"También tenía cristales de MDMA, perfume, hachís, LSD, skunk, una balanza de precisión y un revólver con munición.",www.noticias.r7.com,https://tinyurl.com/yhemcjpy,Brasil,SA,ES,Incidente,Alta,Media,Medio,"MDMA, LSD, Hachis, Skunk, Arma de Fuergo, Centro Comercial",Estimulante y empatogeno,MDMA,5.000,Pastillas,Policia Civil,Valparaíso de Goiás,America,America del Sur,Brasil,Goias,Valparaíso de Goiás,BR,ISO 3166-2:BR,"-8.843614, -52.200865","-16.861615, -50.107909","-16.076862, -47.987251",25/03/2025,25,4,2,Marzo,T1,2025
,A138,25/03/2025,,,,,,,,,,,,,Alucinogeno,LSD,"0,000",Sin datos,,,,,,,,,,"-8.843614, -52.200865","-16.861615, -50.107909","-16.076862, -47.987251",25/03/2025,25,4,2,Marzo,T1,2025
A0000139,A139,26/03/2025,La Policía desbarató un laboratorio dedicado a la fabricación de drogas sintéticas,"En los allanamientos realizados se detuvo a tres personas y se incautó éxtasis, tusi, ketamina y marihuana",www.telenoche.com.u,https://tinyurl.com/43jhudh5,Uruguay,SA,ES,Incidente,Media,Media,Medio,"MDMA, TUSI, Ketamina, Marihuana, Operacion DAMASCO, Ecuatoriano, Vivienda, Fabricacion",Estimulante y empatogeno,MDMA,166,Pastillas,Brigada Departamental Antidrogas,Montevideo,America,America del Sur,Uruguay,Montevideo,Montevideo,UY,ISO 3166-2:UY,"-32.953025, -55.974972","-34.909352, -56.178759","-34.909352, -56.178759",26/03/2025,26,4,2,Marzo,T1,2025
,A139,26/03/2025,,,,,,,,,,,,,Alucinogeno,TUSI,"0,276",KG,,,,,,,,,,"-32.953025, -55.974972","-34.909352, -56.178759","-34.909352, -56.178759",26/03/2025,26,4,2,Marzo,T1,2025
,A139,26/03/2025,,,,,,,,,,,,,Anestesico disociativo,Ketamina,1,Bolsa,,,,,,,,,,"-32.953025, -55.974972","-34.909352, -56.178759","-34.909352, -56.178759",26/03/2025,26,4,2,Marzo,T1,2025
A0000140,A140,26/03/2025,En Concordia: arrestaron a un hombre que se dirigía una fiesta electrónica con drogas sintéticas listas para su venta,La investigación continuará para determinar el origen de los estupefacientes incautados y el destino final que tendrían dentro del circuito de consumo,www.novaentrerios.com,https://tinyurl.com/4dc44u5y,Argentina,SA,ES,Incidente,Media,Media,Medio,"MDMA, TUSI, Ketamina, POPPER, Marihuana, Fiesta Electronica, Lago de Salto Grande",Estimulante y empatogeno,MDMA,"0,000",Sin datos,Gendarmaria Nacional Argentina,Concordia,America,America del Sur,Argentina,Entre Rios,Concordia,AR,ISO 3166-2:AR,"-37.650894, -65.897084","-31.876537, -59.308114","-31.375050, -58.020518",26/03/2025,26,4,2,Marzo,T1,2025
,A140,26/03/2025,,,,,,,,,,,,,Alucinogeno,TUSI,"0,000",Sin datos,,,,,,,,,,"-37.650894, -65.897084","-31.876537, -59.308114","-31.375050, -58.020518",26/03/2025,26,4,2,Marzo,T1,2025
,A140,26/03/2025,,,,,,,,,,,,,Anestesico disociativo,Ketamina,"0,000",Sin datos,,,,,,,,,,"-37.650894, -65.897084","-31.876537, -59.308114","-31.375050, -58.020518",26/03/2025,26,4,2,Marzo,T1,2025
,A140,26/03/2025,,,,,,,,,,,,,Depresor,Popper,"0,000",Sin datos,,,,,,,,,,"-37.650894, -65.897084","-31.876537, -59.308114","-31.375050, -58.020518",26/03/2025,26,4,2,Marzo,T1,2025
A0000141,A141,27/03/2025,"Trinidad: Aprehenden a ‘dealer´ que comercializaba tres tipos de drogas, entre ellas tusi",El efecto del tusi es similar al del éxtasis y el LSD. Esta droga tiene un alto poder adictivo,www.eldeber.com.bo,https://tinyurl.com/nw9wwj2j,Bolivia,SA,ES,Incidente,Alta,Media,Medio,"TUSI, Cocaina, Marihuana, Microtrafico, Dealer",Alucinogeno,TUSI,5,Bolsas,Felcn,Trinidad ,America,America del Sur,Bolivia,Cercado,Trinidad,BO,ISO 3166-2:BO,"-16.277995, -64.397735","-17.411480, -66.179610","-14.832904, -64.906064",27/03/2025,27,4,2,Marzo,T1,2025
A0000142,A142,27/03/2025,Detienen a garzón que vendía cannabis sativa y ketamina en Zapallar: aprovechaba su horario de colación para entregar drogas,"La PDI detuvo a un sujeto de iniciales D.I.I.C. de 25 años, chileno y sin antecedentes previos",www.puranoticia.pnt.cl,https://tinyurl.com/2nsxe4fv,Chile,SA,ES,Incidente,Alta,Media,Medio,"Ketamina, Cannabis Sativa, Plantas, Operación Entre Mares, Comercializacion, Redes Sociales",Anestesico disociativo,Ketamina,"0,041",KG,Policía de Investigaciones,Zapallar,America,America del Sur,Chile,Valparaiso,Zapallar,CL,ISO 3166-2:CL,"-35.270325, -71.315779","-33.051768, -71.610678","-32.554686, -71.461301",27/03/2025,27,4,2,Marzo,T1,2025
A0000143,A143,27/03/2025,Operación dirigida contra grupo que vendía drogas sintéticas en República Srpska,Se cumplieron 34 órdenes de captura preventiva y 43 órdenes de allanamiento e incautación,www.cnnbrasil.com.br,https://tinyurl.com/bdcwadat,Brasil,SA,ES,Incidente,Media,Media,Medio,"Special-k, Ketamina, Marihuana, Armas de Fuego, Allanamientos, Operacion ""Especial k""",Anestesico disociativo,Ketamina,"0,000",Sin datos,Policia Civil,Porto Alegre,America,America del Sur,Brasil,Rio Grande do Sul,Porto Alegre,BR,ISO 3166-2:BR,"-8.843614, -52.200865","-29.470841, -53.254855","-30.049834, -51.164195",27/03/2025,27,4,2,Marzo,T1,2025
A0000144,A144,28/03/2025,Operativo contra el narcotráfico: cinco detenidos y 54 bolsas de tusi secuestradas,"El operativo tuvo lugar en el barrio “Taxalar”, de Morón Sur. Incautaron drogas y dinero en efectivo.",www.el1digital.com.ar,https://tinyurl.com/4za793ba,Argentina,SA,ES,Incidente,Alta,Media,Medio,"TUSI, Cocaina, Marihuana, Comercializacion, Villa Sarmiento",Alucinogeno,TUSI,54,Bolsas,Fuerza Barrial de Aproximación,Villa Sarmiento,America,America del Sur,Argentina,Buenos Aires,Villa Sarmiento,AR,ISO 3166-2:AR,"-37.650894, -65.897084","-36.167212, -58.079474","-34.634945, -58.571757",28/03/2025,28,4,2,Marzo,T1,2025
A0000145,A145,28/03/2025,"Megaoperativo en San Bernardo, centro de Bogotá: hubo 15 allanamientos, capturaron 11 personas y se incautaron drogas","La Policía incautó más de veinte mil dosis de bazuco, mil de marihuana, dos decenas de dosis de tusi",www.infobae.com,https://tinyurl.com/k3hxxv58,Colombia,SA,ES,Incidente,Media,Media,Medio,"TUSI, Bazoco, Marihuana, Armas de Fuego",Alucinogeno,TUSI,27,Dosis,Policía Metropolitana de Bogotá,San Bernardo,America,America del Sur,Colombia,Bogota,La Canderlaria,CO,ISO 3166-2:CO,"4.068636, -72.886324","4.068636, -72.886327","4.593292, -74.085160",28/03/2025,28,4,2,Marzo,T1,2025
A0000146,A146,28/03/2025,Roban ketamina desde veterinaria municipal de Ovalle: Situación afectó tratamiento de animales,"Contraloría apuntó contra funcionarios que habrían participado en la sustracción,",www.cnnchile.com,https://tinyurl.com/3pep46yk,Chile,SA,ES,Incidente,Alta,Media,Bajo,"Ketamina, Sustraccion, Veterinaria",Anestesico disociativo,Ketamina,24,Frascos,,Ovalle,America,America del Sur,Chile,Limari,Ovalle,CL,ISO 3166-2:CL,"-35.270325, -71.315779","-30.804454, -70.962265","-30.594666, -71.196217",28/03/2025,28,4,2,Marzo,T1,2025
A0000147,A147,31/03/2025,"Cayeron ‘Los Químicos’, la banda criminal que había creado su propio cartel del tusi en Bogotá: camuflaban la droga con dulces","Cayeron ‘Los Químicos’, la banda criminal que había creado su propio cartel del tusi en Bogotá: camuflaban la droga con dulces",www.infobae.com,https://tinyurl.com/4se7rem6,Colombia,SA,ES,Incidente,Alta,Media,Medio,"Ketamina, Anfetamina, Cocaina, Marihuana, ""Los Quimicos""",Anestesico disociativo,Ketamina,162,Frascos,Policía Metropolitana de Bogotá,Puente Aranda,America,America del Sur,Colombia,Bogota,Puente Aranda,CO,ISO 3166-2:CO,"4.068636, -72.886324","4.068636, -72.886327","4.619945, -74.110401",31/03/2025,31,4,2,Marzo,T1,2025
,A147,31/03/2025,,,,,,,,,,,,,Estimulante sintetico,Anfetamina,"0,3625",KG,,,,,,,,,,"4.068636, -72.886324","4.068636, -72.886327","4.619945, -74.110401",31/03/2025,31,4,2,Marzo,T1,2025
A0000148,A148,31/03/2025,"Chubut: Detienen a automovilista con pastillas de éxtasis, troqueles de LSD y marihuana","El ciudadano, que provenía de la localidad bonaerense de Tortuguitas",www.argentina.gob.ar,https://tinyurl.com/mtpn6234,Argentina,SA,ES,Incidente,Alta,Media,Medio,"MDMA, LSD, Marihuana, Control Vehicular, Localidad Tortuguitas",Estimulante y empatogeno,MDMA,998,Pastillas,Gendarmeria Nacional Argentina,Sierra Grande,America,America del Sur,Argentina,Rio Negro,Sierra Grande,AR,ISO 3166-2:AR,"-37.650894, -65.897084","-40.303128, -67.363373","-41.607401, -65.357393",31/03/2025,31,4,2,Marzo,T1,2025
,A148,31/03/2025,,,,,,,,,,,,,Alucinogeno,LSD,1.000,Troqueles,,,,,,,,,,"-37.650894, -65.897084","-40.303128, -67.363373","-41.607401, -65.357393",31/03/2025,31,4,2,Marzo,T1,2025
A0000149,A149,31/03/2025,"Secuestraron cocaína, marihuana, MDMA, y tussi en una fiesta electrónica: un detenido","Durante el dispositivo, equipos operativos e investigativos de la FPA realizaron 51 procedimientos positivos",www.hoydia.com.ar,https://tinyurl.com/49tsujvd,Argentina,SA,ES,Incidente,Alta,Media,Medio,"MDMA, TUSI, Hongos Alucinogenos, Marihuana, Cocaina, Fiesta Electronica, Division K9",Estimulante y empatogeno,MDMA,"0,000",Sin datos,Fuerza Policial Antinarcotráfico,Talleres Oeste,America,America del Sur,Argentina,Cordoba,Cordoba Capital ,AR,ISO 3166-2:AR,"-37.650894, -65.897084","-32.681337, -63.045247","-31.390073, -64.158040",31/03/2025,31,4,2,Marzo,T1,2025
,A149,31/03/2025,,,,,,,,,,,,,Alucinogeno,TUSI,"0,000",Sin datos,,,,,,,,,,"-37.650894, -65.897084","-32.681337, -63.045247","-31.390073, -64.158040",31/03/2025,31,4,2,Marzo,T1,2025
A0000150,A150,1/02/2025,"La policía decomisó 42 litros de ketamina, valorados en $160 millones de pesos ocultos en un bus de servicio público",,www.h13n.com,https://tinyurl.com/52whx68b,Colombia,SA,ES,Incidente,Alta,Media,Medio,"Ketamina, Control Vehicular, Bus, Compartimento Aire Acondicionado",Anestesico disociativo,Ketamina,42,Litros,Policía de Tránsito y Transporte,La Pintada,America,America del Sur,Colombia,Antioquia,La Pintada,CO,ISO 3166-2:CO,"4.068636, -72.886327","6.493807, -75.552400","5.746627, -75.605703",1/02/2025,1,1,1,Febrero,T1,2025
A0000151,A151,1/02/2025,Desbaratan una banda dedicada a la venta de drogas: el líder operaba desde la Cárcel de Batán,"Fueron ocho los detenidos en cinco allanamientos. Además secuestraron más de un kilo de cocaína fraccionada para su venta, anfetaminas y ocho plantas de marihuana.",www.elmarplatense.com,https://tinyurl.com/ycyc6pkp,Argentina,SA,ES,Incidente,Media,Media,Medio,"Anfetamina, Marihuana, Cocaina, , Armas, Allanamiento, ""Operación Baywartch"", Cárcel de Batán",Estimulante sintetico,Anfetamina,"0,00",Sin datos,Prefectura Naval Argentina,Mar del Plata,America,America del Sur,Argentina,Buenos Aires,Mar del Plata,AR,ISO 3166-2:AR,"-37.650894, -65.897084","-36.167212, -58.079474","-38.015021, -57.549967",1/02/2025,1,1,1,Febrero,T1,2025
A0000152,A152,1/04/2025,PNP allana búnker en discoteca de SJM y detiene a 62 extranjeros con armas y drogas,La Policía Nacional del Perú desplegó un megaoperativo para desmantelar una estructura criminal,www.infobae.com,https://tinyurl.com/k6phradz,Peru,SA,ES,Incidente,Media,Media,Medio,"TUSI, Cocaina, Marihuana, Extorsion, Discoteca ‘Aqua Sur’, Banda ‘Los Piratas, Nueva Generación’",Alucinogeno,TUSI,"0,000",Sin datos,Policia Nacional de Peru,Miraflores,America,America del Sur,Peru,Lima,Miraflores,PE,ISO 3166-2:PE,"-9.515798, -75.223851","-12.050744, -77.024414","-12.131410, -77.026470",1/04/2025,1,1,1,Abril,T2,2025
A0000153,A153,2/04/2025,"Operación ""Cúpula del Mar"" permitió la detención de cuatro integrantes del Tren de Aragua","Los aprehendidos pertenecían a la facción ""Los Piratas"". Durante las diligencias se incautaron 370 kilos de droga, armas y MDMA.",www.soychile.cl,https://tinyurl.com/36p294av,Chile,SA,ES,Incidente,Media,Media,Medio,"MDMA, Cannabis Sativa, Operación ""Cupula de Mar"", Venezolanos, Tren de Aragua. Bolivia, Calama",Estimulante y empatogeno,MDMA,72,KG,Brigada de Investigacion Criminal,Calama,America,America del Sur,Chile,El Loa,Calama,CL,ISO 3166-2:CL,"-27.575850, -70.259596","-22.934473, -68.367356","-22.459059, -68.922899",2/04/2025,2,1,1,Abril,T2,2025
A0000154,A154,3/04/2025,Policía incauta 130 kg de drogas en “laboratorio criminalístico” en Pará,"Según la policía, los productos serían exportados a otras regiones de Brasil y al exterior.",www.cnnbrasil.com.br,https://tinyurl.com/3tufbw3f,Brasil,SA,ES,Incidente,Media,Media,Medio,"LSD, MDMA, Cocaina, Armas de Fuego, Laboratorio Clandestino, Fabricacion Almacenamiento",Estimulante y empatogeno,MDMA,7.000,Pastillas,Policía Civil de Pará,Marituba,America,America del Sur,Brasil,Para,Marituba,BR,ISO 3166-2:BR,"-8.843614, -52.200865","-3.862806, -52.590153","-1.367849, -48.337881",3/04/2025,3,1,1,Abril,T2,2025
,A154,3/04/2025,,,,,,,,,,,,,Alucinogeno,LSD,29,KG,,,,,,,,,,"-8.843614, -52.200865","-3.862806, -52.590153","-1.367849, -48.337881",3/04/2025,3,1,1,Abril,T2,2025
A0000155,A155,4/04/2025,Policía desarticula red de tráfico de drogas sintéticas en Barranquilla y Puerto Colombia,"Cinco personas fueron capturadas durante un operativo policial que incluyó diez allanamientos; las autoridades incautaron tusi, éxtasis y marihuana.",www.elheraldo.co,https://tinyurl.com/2ck3czh7,Colombia,SA,ES,Incidente,Media,Media,Medio,"TUSI, MDMA, Marihuana, Alias ‘Rompedera’",Alucinogeno,TUSI,18,KG,Policia Metropolitana de Barranquilla,Barranquilla,America,America del Sur,Colombia,Departamento del Atlantico,Barranquilla,CO,ISO 3166-2:CO,"4.068636, -72.886324","10.682703, -74.958314","10.988628, -74.809740",4/04/2025,4,1,1,Abril,T2,2025
,A155,4/04/2025,,,,,,,,,,,,,Estimulante y empatogeno,MDMA,7,Pastillas,,,,,,,,,,"4.068636, -72.886324","10.682703, -74.958314","10.988628, -74.809740",4/04/2025,4,1,1,Abril,T2,2025
A0000156,A156,4/04/2025,Hasta de “Donkey Kong”: Carabineros desarticula organizaciones narco que vendían droga en fiestas electrónicas de Santiago,"Liderado por el Departamento OS7, el operativo logró la incautación de sustancias sintéticas como MDMA, éxtasis y tusi.",www.adnradio.cl,https://tinyurl.com/bdc7jzed,Chile,SA,ES,Incidente,Media,Media,Medio,"MDMA, TUSI, Arma de Fuego, Fiesta Electronica, Organizacion Delictiva, Colombiano, Venezolanos, ",Estimulante y empatogeno,MDMA,"0,00",Sin datos,Carabineros,Santiago ,America,America del Sur,Chile,Santiago ,Santiago ,CL,ISO 3166-2:CL,"-35.270325, -71.315779","-33.456226, -70.666206","-33.456226, -70.666206",4/04/2025,4,1,1,Abril,T2,2025
,A156,4/04/2025,,,,,,,,,,,,,Alucinogeno,TUSI,"0,00",Sin datos,,,,,,,,,,"-35.270325, -71.315779","-33.456226, -70.666206","-33.456226, -70.666206",4/04/2025,4,1,1,Abril,T2,2025
A0000157,A157,4/04/2025,Interceptan furgón con 502 kilos de marihuana y ketamina en la frontera: tres detenidos en Antofagasta,Solo en esta semana se han decomisado más de 700 kilos de sustancias ilícitas en la región.,www.soychile.cl,https://tinyurl.com/2zzszavd,Chile,SA,ES,Incidente,Alta,Media,Medio,"Ketamina, Marihuana, Control Fronterizo Republica de Bolivia, Furgon",Anestesico disociativo,Ketamina,49,Frascos,Carabineros,Toporcuri,America,America del Sur,Chile,El Loa,Toporcuri,CL,ISO 3166-2:CL,"-35.270325, -71.315779","-22.525658, -68.356487","-22.430933, -67.984118",4/04/2025,4,1,1,Abril,T2,2025
A0000158,A158,4/04/2025,La Policía de Samambaia desmantela un plan ilegal de venta de anabólicos y éxtasis.,"Un hombre de 34 años, identificado como líder de un esquema de distribución de estas sustancias, fue detenido en flagrancia.",jornaldebrasilia.com.br,https://tinyurl.com/4kbtxh7f,Brasil,SA,ES,Incidente,Alta,Media,Medio,"MDMA, (a) ""BALA"", Esteroides Anabólicos, Arma de Fuego, Redes Sociales, whattsapp, Allanamiento",Estimulante y empatogeno,MDMA,"0,00",Sin datos,Policía Civil del Distrito Federal,Distrito Federal,America,America del Sur,Brasil,Brasilia,Distrito Federal,BR,ISO 3166-2:BR,"-8.843614, -52.200865","-15.801741, -47.912089","-15.801741, -47.912089",4/04/2025,4,1,1,Abril,T2,2025
A0000159,A159,6/04/2025,"Había marihuana, éxtasis y varias dosis de “popper”","Una de las drogas incautadas se utiliza para aumentar el placer sexual, aunque es muy peligrosa",www.eldiariocba.com.ar,https://tinyurl.com/3ma3ft6f,Argentina,SA,ES,Incidente,Alta,Media,Medio,"MDMA, POPPER, Marihuana, Fiesta Electronica, Division K-9",Estimulante y empatogeno,MDMA,"0,00",Sin datos,Fuerza Policial Antinarcotráfico,San Roque,America,America del Sur,Argentina,Cordoba,San Roque,AR,ISO 3166-2:AR,"-37.650894, -65.897084","-32.681337, -63.045247","-31.342470, -64.458165",6/04/2025,6,1,1,Abril,T2,2025
,A159,6/04/2025,,,,,,,,,,,,,Depresor,Popper,"0,00",Sin datos,,,,,,,,,,"-37.650894, -65.897084","-32.681337, -63.045247","-31.342470, -64.458165",6/04/2025,6,1,1,Abril,T2,2025
A0000160,A160,7/04/2025,"Supermercado de la droga: imputados tenían LSD, éxtasis y MDMA, además de cocaína y marihuana",Exitosos procedimientos de Fiscalía y Carabineros concluyeron con 11 detenidos y la recuperación de una importante cantidad de sustancias prohibidas y armamento.,"www,madero.cl",https://tinyurl.com/2y2yy2ss,Chile,SA,ES,Incidente,Alta,Media,Medio,"MDMA, Ketamina, LSD, Marihuana, Metadona, Tramadol, Allanamiento Vivienda, Can Detector",Anestesico disociativo,Ketamina,11.950,KG,Carabineros,Antofagasta,America,America del Sur,Chile,Antofagasta,Antofagasta,CL,ISO 3166-2:CL,"-35.270325, -71.315779","-21.616565, -68.692853","-21.616565, -68.692853",7/04/2025,7,1,1,Abril,T2,2025
